,K16953,K17486
kofamscan/ko_tables/DMSP/GCF_000241385.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003491405.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003290445.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000017225.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000510265.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002355635.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000327045.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001932595.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002795865.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000013985.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003410315.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000025525.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000212675.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001687625.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002891965.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000331025.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000764555.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003671915.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003584645.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000023925.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900198835.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000144645.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001040845.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000831185.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002412025.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000014045.1.csv,0,1
kofamscan/ko_tables/DMSP/GCF_001687605.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002795845.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003325495.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002356295.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002149085.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002906475.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001281385.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000209655.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000815145.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001932675.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000011585.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001708405.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002240205.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003024155.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001293165.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002813675.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003443555.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003716855.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000186245.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000009785.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000092465.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000355805.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000015365.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003711265.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000010985.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001663155.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000236645.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000025945.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002009175.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000218625.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003491185.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001941525.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002776575.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002443175.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000015185.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000023445.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002356215.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000316665.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002310815.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000789255.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001647085.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001941565.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002157205.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000439575.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002374815.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002831625.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003443675.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000018945.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001761385.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001932775.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000019485.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001460935.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000284115.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002968395.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001999225.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000831005.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003855395.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000305785.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000015105.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002804065.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000317065.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003352465.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000014265.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000211475.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000830985.1.csv,1,0
kofamscan/ko_tables/DMSP/GCF_000196255.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000442645.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002906455.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001941345.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001735715.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000221185.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002215135.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002214305.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900198195.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003344925.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001889005.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000978575.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000767465.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000196495.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001435295.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000390265.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002237615.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000265505.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000340565.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003443735.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002082175.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000026085.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000212355.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001435845.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000012645.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002892125.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001444405.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001514395.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000236705.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002119545.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000723205.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001043175.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003986605.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000010345.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001956755.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000021725.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000090405.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000017165.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002892085.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000014065.1.csv,0,1
kofamscan/ko_tables/DMSP/GCF_000091665.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001017655.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000015685.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001886395.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002688545.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002237535.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003312585.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002142655.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003443615.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003443775.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001687065.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001747425.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001677275.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900574125.1.csv,0,1
kofamscan/ko_tables/DMSP/GCF_003047225.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003491425.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002287545.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002221525.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003031205.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000691605.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000214665.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000981765.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003970715.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001941645.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003515105.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003342695.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000017285.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001854405.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001420915.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003429305.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000757865.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000253255.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001932935.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000023985.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900188315.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000014705.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003516185.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002886045.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000016165.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000582555.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002368095.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003111685.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003950215.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003332325.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001678945.1.csv,1,1
kofamscan/ko_tables/DMSP/GCF_000020865.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000154785.2.csv,0,1
kofamscan/ko_tables/DMSP/GCF_003433515.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003352105.1.csv,1,0
kofamscan/ko_tables/DMSP/GCF_000013025.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000816785.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001305615.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001007875.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000153165.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000010325.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003326015.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000018585.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003072645.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000786425.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000013765.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000012985.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000590795.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001969365.1.csv,1,1
kofamscan/ko_tables/DMSP/GCF_000978535.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000014865.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001433715.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000834395.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001854205.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000195935.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002192415.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000196655.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001700835.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000012465.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003352045.1.csv,0,1
kofamscan/ko_tables/DMSP/GCF_003966975.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002504285.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001027025.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001693335.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003063625.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003443695.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000223905.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900104375.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900101765.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002005305.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_004006315.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001932875.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000016905.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001632805.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900104765.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900476435.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002021755.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000016425.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000024805.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002906575.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000016065.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000143085.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000154745.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002892005.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000230655.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000019625.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003352085.1.csv,0,1
kofamscan/ko_tables/DMSP/GCF_900108535.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002149105.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000196875.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000267545.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001697185.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000215895.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000750195.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001886735.1.csv,1,0
kofamscan/ko_tables/DMSP/GCF_001028705.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000025125.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001028625.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002117125.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900538275.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002009425.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000746665.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000732905.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003846425.1.csv,1,0
kofamscan/ko_tables/DMSP/GCF_000590815.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000511385.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000971685.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000009185.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000184345.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001717465.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001648195.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001682295.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003085735.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003611275.1.csv,0,1
kofamscan/ko_tables/DMSP/GCF_000017945.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002073995.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002237425.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003722215.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_900105005.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002356335.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001889165.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000632985.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000266905.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000626635.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002900385.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003258315.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001685415.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003258705.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000024085.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001854065.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001746795.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000161795.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001430865.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002162375.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000023025.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001050135.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000347635.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000934525.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000953695.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000341895.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001044375.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001469735.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002119525.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001011035.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000568495.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002163795.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002892185.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000092305.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000147355.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003391375.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003233695.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000179575.2.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003344885.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_000008545.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002892265.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001886435.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003325475.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002208135.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002381285.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_001761365.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_002888685.1.csv,0,1
kofamscan/ko_tables/DMSP/GCF_000006175.1.csv,0,0
kofamscan/ko_tables/DMSP/GCF_003970735.1.csv,0,0
